2.4334620608677482e-01 -1.5796910279196386e-02 -1.0000000000000000e+00
2.0104862009307691e-02 -2.1300392502017917e-01 1.0000000000000000e+00
4.6857179542092420e-01 -3.8393028935766882e-01 -1.0000000000000000e+00
-1.6989739672316137e-01 1.3802299579994592e-01 -1.0000000000000000e+00
-4.9038542356552089e-01 -3.1095075666564265e-01 1.0000000000000000e+00
3.5800080851408778e-01 -2.2364745057272661e-01 1.0000000000000000e+00
2.3219680903669654e-01 -1.5045546121738784e-01 -1.0000000000000000e+00
-2.6628845966134085e-01 4.9710278495567906e-01 -1.0000000000000000e+00
1.9695942433126826e-01 -4.6635837617233122e-01 -1.0000000000000000e+00
3.8247395090554753e-01 4.2340231840184661e-01 1.0000000000000000e+00
-2.2881566603099776e-01 -3.9738514956914051e-02 -1.0000000000000000e+00
-4.5277573861109643e-01 1.0030060873022106e-01 1.0000000000000000e+00
2.6130444598862882e-02 -1.7333576570215381e-01 1.0000000000000000e+00
5.0545885090903443e-02 -1.5248315661354972e-01 -1.0000000000000000e+00
2.7408089857791685e-02 -1.3152164500341013e-01 1.0000000000000000e+00
1.8505058207543773e-01 -3.7711566532406016e-01 -1.0000000000000000e+00
-4.7892728782138488e-01 7.8280506207792144e-02 -1.0000000000000000e+00
-3.8088689700653205e-01 1.7028415770240679e-01 -1.0000000000000000e+00
-4.0389717365859268e-01 3.8831141995081819e-01 1.0000000000000000e+00
-4.7142411513331296e-02 3.1815061378789955e-01 1.0000000000000000e+00
-4.9719882358362055e-01 -3.0461913370043348e-01 -1.0000000000000000e+00
-1.8773809120925822e-01 1.9009859515164318e-02 1.0000000000000000e+00
-4.3826076105052625e-01 2.2211584175333521e-01 1.0000000000000000e+00
-3.8303633533567333e-01 -1.8560034791081093e-01 1.0000000000000000e+00
4.3469133591800085e-01 4.6191013707017803e-01 -1.0000000000000000e+00
2.1444848079859538e-01 -2.1163079763919002e-01 1.0000000000000000e+00
2.4862254082279312e-02 -3.2157030193462688e-01 1.0000000000000000e+00
-8.0276124422122327e-02 1.8648609134027072e-01 1.0000000000000000e+00
2.1908083765928604e-01 -2.0715286438682279e-01 -1.0000000000000000e+00
-1.9368243039678285e-01 2.4546626228975854e-02 -1.0000000000000000e+00
4.8256928933132925e-01 2.7787527294598424e-01 -1.0000000000000000e+00
2.4337485472906495e-01 1.4318695503463985e-01 -1.0000000000000000e+00
